componente_curricular,codigo_componente,codigo_turma,campus_turma,local,ano,periodo,data_inicio,data_fim,docentes,descricao_horario,total_solicitacoes,capacidade_aluno,matriculados,tipo,data_consolidacao,situacao_turma,modalidade_educacao
"HABILIDADES E ATITUDES EM AGRONOMIA II","AGROS0075.5","TURMA 02","CAMPUS DO SERTÃO","5 - 10:00h-12:00h CAMPUSSER/SEDE GLÓRIA - SALA 01","2023","1","22/06/2023","07/03/2024","MARCOS ERIC BARBOSA BRITO, JOSE JAIRO FLORENTINO CORDEIRO JUNIOR","5M45","15","20","9","REGULAR","13/03/2024","CONSOLIDADA","PRESENCIAL"
"SISTEMAS AGRÍCOLAS II","AGROS0076.0","TURMA 01","CAMPUS DO SERTÃO","4 - 13:00h-17:00h Local a definir<br/>5 - 13:00h-15:00h Local a definir<br/>5 - 15:00h-18:00h CAMPUSSER/SEDE GLÓRIA - SALA 14<br/>6 - 13:00h-16:00h CAMPUSSER/SEDE GLÓRIA - SALA 14","2023","1","30/06/2023","17/08/2023","THIAGO MATOS ANDRADE","4T1234 5T12345 6T123","9","20","10","REGULAR","19/09/2023","CONSOLIDADA","PRESENCIAL"
"SISTEMAS AGRÍCOLAS II","AGROS0076.0","TURMA 02","CAMPUS DO SERTÃO","4 - 13:00h-17:00h Local a definir<br/>5 - 13:00h-15:00h Local a definir<br/>5 - 15:00h-18:00h CAMPUSSER/SEDE GLÓRIA - SALA 20<br/>6 - 13:00h-16:00h CAMPUSSER/SEDE GLÓRIA - SALA 20","2023","1","30/06/2023","17/08/2023","MARCOS ERIC BARBOSA BRITO","4T1234 5T12345 6T123","17","20","13","REGULAR","08/03/2024","CONSOLIDADA","PRESENCIAL"
"DEFESA VEGETAL II","AGROS0076.1","TURMA 01","CAMPUS DO SERTÃO","4 - 13:00h-17:00h Local a definir<br/>5 - 13:00h-15:00h Local a definir<br/>5 - 15:00h-18:00h CAMPUSSER/SEDE GLÓRIA - SALA 13<br/>6 - 13:00h-16:00h CAMPUSSER/SEDE GLÓRIA - SALA 10","2023","1","18/08/2023","05/10/2023","NILSON RODRIGUES DA SILVA","4T1234 5T12345 6T123","11","20","12","REGULAR","11/03/2024","CONSOLIDADA","PRESENCIAL"
"DEFESA VEGETAL II","AGROS0076.1","TURMA 02","CAMPUS DO SERTÃO","4 - 13:00h-17:00h Local a definir<br/>5 - 13:00h-15:00h Local a definir<br/>5 - 15:00h-18:00h CAMPUSSER/SEDE GLÓRIA - SALA 20<br/>6 - 13:00h-16:00h CAMPUSSER/SEDE GLÓRIA - SALA 20","2023","1","18/08/2023","05/10/2023","FABIANO BRANCO ROCHA","4T1234 5T12345 6T123","14","20","12","REGULAR","11/03/2024","CONSOLIDADA","PRESENCIAL"
"AGRICULTURA FAMILIAR","AGROS0076.2","TURMA 01","CAMPUS DO SERTÃO","4 - 13:00h-17:00h Local a definir<br/>5 - 13:00h-15:00h Local a definir<br/>5 - 15:00h-18:00h CAMPUSSER/SEDE GLÓRIA - SALA 13<br/>6 - 13:00h-16:00h CAMPUSSER/SEDE GLÓRIA - SALA 09","2023","1","06/10/2023","07/12/2023","JOSE JAIRO FLORENTINO CORDEIRO JUNIOR","4T1234 5T12345 6T123","7","20","12","REGULAR","11/03/2024","CONSOLIDADA","PRESENCIAL"
"AGRICULTURA FAMILIAR","AGROS0076.2","TURMA 02","CAMPUS DO SERTÃO","4 - 13:00h-17:00h Local a definir<br/>5 - 13:00h-15:00h Local a definir<br/>5 - 15:00h-18:00h CAMPUSSER/SEDE GLÓRIA - SALA 16<br/>6 - 13:00h-16:00h CAMPUSSER/SEDE GLÓRIA - SALA 16","2023","1","06/10/2023","07/12/2023","THIAGO LIMOEIRO RICARTE","4T1234 5T12345 6T123","17","20","11","REGULAR","19/12/2023","CONSOLIDADA","PRESENCIAL"
"AGRICULTURA SUSTENTÁVEL","AGROS0076.3","TURMA 01","CAMPUS DO SERTÃO","4 - 13:00h-17:00h Local a definir<br/>5 - 13:00h-15:00h Local a definir<br/>5 - 15:00h-18:00h CAMPUSSER/SEDE GLÓRIA - SALA 18<br/>6 - 13:00h-16:00h CAMPUSSER/SEDE GLÓRIA - SALA 18","2023","1","08/12/2023","29/02/2024","THIAGO MATOS ANDRADE, LUCAS RESMINI SARTOR","4T1234 5T12345 6T123","9","20","12","REGULAR","02/03/2024","CONSOLIDADA","PRESENCIAL"
"AGRICULTURA SUSTENTÁVEL","AGROS0076.3","TURMA 02","CAMPUS DO SERTÃO","4 - 13:00h-17:00h Local a definir<br/>5 - 13:00h-15:00h Local a definir<br/>5 - 15:00h-18:00h CAMPUSSER/SEDE GLÓRIA - SALA 14<br/>6 - 13:00h-16:00h CAMPUSSER/SEDE GLÓRIA - SALA 14","2023","1","08/12/2023","29/02/2024","THIAGO LIMOEIRO RICARTE","4T1234 5T12345 6T123","15","20","11","REGULAR","15/03/2024","CONSOLIDADA","PRESENCIAL"
"HABILIDADES E ATITUDES EM AGRONOMIA III","AGROS0076.4","TURMA 01","CAMPUS DO SERTÃO","6 - 16:00h-18:00h CAMPUSSER/SEDE GLÓRIA - SALA 05","2023","1","23/06/2023","08/03/2024","THIAGO MATOS ANDRADE","6T45","20","20","13","REGULAR","14/03/2024","CONSOLIDADA","PRESENCIAL"
"HABILIDADES E ATITUDES EM AGRONOMIA III","AGROS0076.4","TURMA 02","CAMPUS DO SERTÃO","6 - 16:00h-18:00h CAMPUSSER/SEDE GLÓRIA - SALA 01","2023","1","23/06/2023","08/03/2024","THIAGO LIMOEIRO RICARTE","6T45","4","20","9","REGULAR","14/03/2024","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM ESTATÍSTICA EXPERIMENTAL AGRÍCOLA","AGROS0156","TURMA 01","CAMPUS DO SERTÃO","2 - 14:00h-18:00h CAMPUSSER/SEDE GLÓRIA - SALA DE INFORMÁTICA","2023","1","19/06/2023","16/10/2023","THIAGO MATOS ANDRADE","2T2345","16","15","15","REGULAR","14/11/2023","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM SOLOS","AGROS0135","TURMA 01","CAMPUS DO SERTÃO","2 - 08:00h-12:00h CAMPUSSER/SEDE GLÓRIA - SALA 13","2023","1","23/10/2023","04/03/2024","LUCAS RESMINI SARTOR, TIAGO BARRETO GARCEZ","2M2345","3","20","5","REGULAR","07/03/2024","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM RECEITUÁRIO AGRONÔMICO","AGROS0158","TURMA 01","CAMPUS DO SERTÃO","6 - 08:00h-12:00h CAMPUSSER/SEDE GLÓRIA - SALA 12","2023","1","23/10/2023","08/03/2024","NILSON RODRIGUES DA SILVA","6M2345","27","20","20","REGULAR","11/03/2024","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM ECONOMIA E ADMINISTRAÇÃO RURAL","AGROS0144","TURMA 01","CAMPUS DO SERTÃO","2 - 18:00h-20:00h CAMPUSSER/SEDE GLÓRIA - SALA 01<br/>4 - 18:00h-20:00h CAMPUSSER/SEDE GLÓRIA - SALA 01","2023","1","23/10/2023","08/03/2024","THIAGO LIMOEIRO RICARTE","24T6  24N1","32","20","24","REGULAR","15/03/2024","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM MICOLOGIA","AGROS0157","TURMA 01","CAMPUS DO SERTÃO","6 - 08:00h-12:00h CAMPUSSER/SEDE GLÓRIA - LABORATÓRIO 05","2023","1","19/06/2023","20/10/2023","FABIANO BRANCO ROCHA","6M2345","20","12","12","REGULAR","04/12/2023","CONSOLIDADA","PRESENCIAL"
"MELHORAMENTO VEGETAL","AGROS0132","TURMA 01","CAMPUS DO SERTÃO","2 - 17:00h-19:00h CAMPUSSER/SEDE GLÓRIA - SALA 05<br/>4 - 17:00h-19:00h CAMPUSSER/SEDE GLÓRIA - SALA 09","2023","1","23/10/2023","08/03/2024","GUSTAVO HUGO FERREIRA DE OLIVEIRA","24T56","8","20","8","REGULAR","07/03/2024","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM BIOTECNOLOGIA","AGROS0146","TURMA 01","CAMPUS DO SERTÃO","4 - 08:00h-12:00h CAMPUSSER/SEDE GLÓRIA - SALA 06","2023","1","23/10/2023","08/03/2024","CAMILA SANTOS ALMEIDA PEREIRA","4M2345","16","20","19","REGULAR","14/03/2024","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM ENGENHARIA AGRÍCOLA","AGROS0142","TURMA 01","CAMPUS DO SERTÃO","3 - 13:00h-17:00h CAMPUSSER/SEDE GLÓRIA - SALA 16","2023","1","19/06/2023","20/10/2023","JOSE JAIRO FLORENTINO CORDEIRO JUNIOR","3T1234","7","20","7","REGULAR","11/03/2024","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM AGRONOMIA I","AGROS0077.0","TURMA 01","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","THIAGO MATOS ANDRADE","","1","5","2","REGULAR","24/11/2023","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM AGRONOMIA I","AGROS0077.0","TURMA 02","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","THIAGO LIMOEIRO RICARTE","","3","5","3","REGULAR","10/04/2024","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM AGRONOMIA I","AGROS0077.0","TURMA 04","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","MARCOS ERIC BARBOSA BRITO","","3","5","3","REGULAR","13/03/2024","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM AGRONOMIA I","AGROS0077.0","TURMA 05","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","NILSON RODRIGUES DA SILVA","","3","5","3","REGULAR","11/03/2024","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM AGRONOMIA I","AGROS0077.0","TURMA 07","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","JOSE JAIRO FLORENTINO CORDEIRO JUNIOR","","3","5","3","REGULAR","13/03/2024","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM AGRONOMIA I","AGROS0077.0","TURMA 08","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","LUCAS RESMINI SARTOR","","1","5","1","REGULAR","02/03/2024","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM AGRONOMIA I","AGROS0077.0","TURMA 09","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","GUSTAVO HUGO FERREIRA DE OLIVEIRA","","4","5","4","REGULAR","11/03/2024","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM AGRONOMIA I","AGROS0077.0","TURMA 13","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","ALISSON MARCEL SOUZA DE OLIVEIRA","","2","5","2","REGULAR","15/03/2024","CONSOLIDADA","PRESENCIAL"
"ESTAGIO SUPERVISIONADO EM AGRONOMIA II","AGROS0077.1","TURMA 01","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","THIAGO MATOS ANDRADE","","1","5","2","REGULAR","24/11/2023","CONSOLIDADA","PRESENCIAL"
"ESTAGIO SUPERVISIONADO EM AGRONOMIA II","AGROS0077.1","TURMA 03","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","THIAGO LIMOEIRO RICARTE","","3","5","3","REGULAR","05/04/2024","CONSOLIDADA","PRESENCIAL"
"ESTAGIO SUPERVISIONADO EM AGRONOMIA II","AGROS0077.1","TURMA 04","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","MARCOS ERIC BARBOSA BRITO","","4","5","3","REGULAR","13/03/2024","CONSOLIDADA","PRESENCIAL"
"ESTAGIO SUPERVISIONADO EM AGRONOMIA II","AGROS0077.1","TURMA 05","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","NILSON RODRIGUES DA SILVA","","3","5","3","REGULAR","11/03/2024","CONSOLIDADA","PRESENCIAL"
"ESTAGIO SUPERVISIONADO EM AGRONOMIA II","AGROS0077.1","TURMA 06","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","GUSTAVO HUGO FERREIRA DE OLIVEIRA","","4","5","4","REGULAR","11/03/2024","CONSOLIDADA","PRESENCIAL"
"ESTAGIO SUPERVISIONADO EM AGRONOMIA II","AGROS0077.1","TURMA 07","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","JOSE JAIRO FLORENTINO CORDEIRO JUNIOR","","3","5","3","REGULAR","13/03/2024","CONSOLIDADA","PRESENCIAL"
"ESTAGIO SUPERVISIONADO EM AGRONOMIA II","AGROS0077.1","TURMA 08","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","LUCAS RESMINI SARTOR","","1","5","1","REGULAR","02/03/2024","CONSOLIDADA","PRESENCIAL"
"ESTAGIO SUPERVISIONADO EM AGRONOMIA II","AGROS0077.1","TURMA 13","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","ALISSON MARCEL SOUZA DE OLIVEIRA","","2","5","2","REGULAR","15/03/2024","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO I","AGROS0077.2","TURMA 01","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","THIAGO MATOS ANDRADE","","1","5","1","REGULAR","11/09/2023","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO II","AGROS0077.3","TURMA 01","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","THIAGO MATOS ANDRADE","","1","5","1","REGULAR","11/03/2024","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO I","AGROS0077.2","TURMA 02","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","THIAGO LIMOEIRO RICARTE","","2","5","2","REGULAR","15/07/2024","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO II","AGROS0077.3","TURMA 02","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","THIAGO LIMOEIRO RICARTE","","2","5","2","REGULAR","15/07/2024","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO I","AGROS0077.2","TURMA 05","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","GUSTAVO HUGO FERREIRA DE OLIVEIRA","","4","5","4","REGULAR","04/10/2023","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO II","AGROS0077.3","TURMA 05","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","GUSTAVO HUGO FERREIRA DE OLIVEIRA","","4","5","4","REGULAR","16/03/2024","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO I","AGROS0077.2","TURMA 06","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","MARCOS ERIC BARBOSA BRITO","","3","5","3","REGULAR","13/09/2023","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO II","AGROS0077.3","TURMA 06","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","MARCOS ERIC BARBOSA BRITO","","4","5","3","REGULAR","09/03/2024","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO I","AGROS0077.2","TURMA 07","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","JOSE JAIRO FLORENTINO CORDEIRO JUNIOR","","2","5","2","REGULAR","11/03/2024","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO II","AGROS0077.3","TURMA 07","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","JOSE JAIRO FLORENTINO CORDEIRO JUNIOR","","2","5","2","REGULAR","14/03/2024","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO I","AGROS0077.2","TURMA 08","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","LUCAS RESMINI SARTOR","","2","5","2","REGULAR","23/09/2023","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO II","AGROS0077.3","TURMA 08","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","LUCAS RESMINI SARTOR","","2","5","2","REGULAR","06/03/2024","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO I","AGROS0077.2","TURMA 09","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","NILSON RODRIGUES DA SILVA","","3","5","3","REGULAR","25/10/2023","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO II","AGROS0077.3","TURMA 10","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","MAIANA REIS PIMENTA","","1","5","1","REGULAR","05/04/2024","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO II","AGROS0077.3","TURMA 11","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","NILSON RODRIGUES DA SILVA","","3","5","3","REGULAR","13/03/2024","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO I","AGROS0077.2","TURMA 12","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","ALISSON MARCEL SOUZA DE OLIVEIRA","","3","5","4","REGULAR","12/03/2024","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO II","AGROS0077.3","TURMA 12","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","ALISSON MARCEL SOUZA DE OLIVEIRA","","5","5","6","REGULAR","15/03/2024","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSÃO DE CURSO II","AGROS0077.3","TURMA 15","CAMPUS DO SERTÃO","LOCAL A DEFINIR","2023","1","12/06/2023","09/03/2024","THIAGO LIMOEIRO RICARTE","","0","5","1","REGULAR","31/07/2024","CONSOLIDADA","PRESENCIAL"
"PRATICA SUPERVISIONADA I","FISTR0077","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","1","05/06/2023","21/10/2023","VITOR OLIVEIRA CARVALHO, MAYARA ELLEN DE JESUS AGRIPINO, WALDERI MONTEIRO DA SILVA JUNIOR, ROSEMEIRE DANTAS DE ALMEIDA, SIMONE DE SOUZA NASCIMENTO, JADER PEREIRA DE FARIAS NETO","2345T123456 6T1234",,"19","19","REGULAR","20/10/2023","CONSOLIDADA","PRESENCIAL"
"PRATICA SUPERVISIONADA I","FISTR0077","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","1","05/06/2023","21/10/2023","KARINA LAURENTI SATO, ANA SILVIA MOCCELLIN, SIMONE DE SOUZA NASCIMENTO, MAYARA ALVES MENEZES, MARIANA TIROLLI RETT BERGAMASCO, RUBNEIDE BARRETO SILVA GALLO, OLGA SUELI MARQUES MOREIRA","2345T123456 6T1234",,"16","10","REGULAR","20/10/2023","CONSOLIDADA","PRESENCIAL"
"TUTORIA II","RMUSME0006","TURMA 01","NÃO INFORMADO","Local a Definir","2023","0","06/03/2023","26/02/2024","GIULIANO DI PIETRO","2T1234",,,"2","REGULAR","02/12/2024","CONSOLIDADA","PRESENCIAL"
"TUTORIA II","RMUSME0006","TURMA 07","NÃO INFORMADO","Local a Definir","2023","0","06/03/2023","26/02/2024","LUCIANO JORGE DOS SANTOS JUNIOR","3N1234",,,"1","REGULAR","02/12/2024","CONSOLIDADA","PRESENCIAL"
"TUTORIA II","RMUSME0006","TURMA 08","NÃO INFORMADO","Local a Definir","2023","0","06/03/2023","26/02/2024","CRISTIANO MEZZAROBA","2T1234",,,"2","REGULAR","02/12/2024","CONSOLIDADA","PRESENCIAL"
"TUTORIA II","RMUSME0006","TURMA 10","NÃO INFORMADO","Local a Definir","2023","0","06/03/2023","26/02/2024","HEVELYN ROSA MACHERT DA CONCEIÇÃO","5N1234",,,"2","REGULAR","02/12/2024","CONSOLIDADA","PRESENCIAL"
"TUTORIA II","RMUSME0006","TURMA 11","NÃO INFORMADO","Local a Definir","2023","0","06/03/2023","26/02/2024","VANIA CARVALHO SANTOS","2T1234",,,"2","REGULAR","02/12/2024","CONSOLIDADA","PRESENCIAL"
"PROCESSO DE TRABALHO E CUIDADO EM SAÚDE MENTAL (TRANSTORNO)","RMUSME0004","TURMA 01","NÃO INFORMADO","Local a Definir","2023","0","06/03/2023","21/08/2023","VANIA CARVALHO SANTOS, SANDRA RAQUEL SANTOS DE OLIVEIRA, CRISTIANO MEZZAROBA, ERIKA HIRATUKA SOARES, GIULIANO DI PIETRO, CRISTIANE FRANCA LISBOA GOIS, ALEXANDER JABERT, MICHELE DE FREITAS FARIA DE VASCONCELOS, CARLA KALLINE ALVES CARTAXO FREITAS, BRUNO CERQUEIRA GAMA","2M2345",,,"9","REGULAR","29/12/2023","CONSOLIDADA","PRESENCIAL"
"PROCESSO DE TRABALHO E CUIDADO EM SAÚDE MENTAL (ÁLCOOL E OUTRAS DROGAS)","RMUSME0005","TURMA 01","NÃO INFORMADO","Local a Definir","2023","0","28/08/2023","26/02/2024","GIULIANO DI PIETRO, ALEXANDER JABERT, CRISTIANE FRANCA LISBOA GOIS, VANIA CARVALHO SANTOS, CARLA KALLINE ALVES CARTAXO FREITAS, ERIKA HIRATUKA SOARES, SANDRA RAQUEL SANTOS DE OLIVEIRA, MICHELE DE FREITAS FARIA DE VASCONCELOS, BRUNO CERQUEIRA GAMA, CRISTIANO MEZZAROBA","2M2345",,,"9","REGULAR","02/12/2024","CONSOLIDADA","PRESENCIAL"
"PRODUÇÃO DO CUIDADO EM SAÚDE EM EQUIPE MULTIPROFISSIONAL II","RMUSME0013","TURMA 01","NÃO INFORMADO","Local a Definir","2023","0","07/03/2023","19/08/2023","CRISTIANE FRANCA LISBOA GOIS",,,,"1","REGULAR","29/12/2023","CONSOLIDADA","PRESENCIAL"
"PRODUÇÃO DO CUIDADO EM SAÚDE EM EQUIPE MULTIPROFISSIONAL II","RMUSME0013","TURMA 02","NÃO INFORMADO","Local a Definir","2023","0","07/03/2023","19/08/2023","ERIKA HIRATUKA SOARES",,,,"2","REGULAR","29/12/2023","CONSOLIDADA","PRESENCIAL"
"PRODUÇÃO DO CUIDADO EM SAÚDE EM EQUIPE MULTIPROFISSIONAL II","RMUSME0013","TURMA 03","NÃO INFORMADO","Local a Definir","2023","0","07/03/2023","19/08/2023","BRUNO CERQUEIRA GAMA",,,,"2","REGULAR","29/12/2023","CONSOLIDADA","PRESENCIAL"
"PRODUÇÃO DO CUIDADO EM SAÚDE EM EQUIPE MULTIPROFISSIONAL II","RMUSME0013","TURMA 04","NÃO INFORMADO","Local a Definir","2023","0","07/03/2023","19/08/2023","BRUNO CERQUEIRA GAMA",,,,"1","REGULAR","29/12/2023","CONSOLIDADA","PRESENCIAL"
"PRODUÇÃO DO CUIDADO EM SAÚDE EM EQUIPE MULTIPROFISSIONAL II","RMUSME0013","TURMA 05","NÃO INFORMADO","Local a Definir","2023","0","07/03/2023","19/08/2023","BRUNO CERQUEIRA GAMA",,,,"3","REGULAR","29/12/2023","CONSOLIDADA","PRESENCIAL"
"PRODUÇÃO DO CUIDADO EM SAÚDE NA PERSPECTIVA PROFISSIONAL II","RMUSME0014","TURMA 01","NÃO INFORMADO","Local a Definir","2023","0","22/08/2023","29/02/2024",,,,,"2","REGULAR","02/12/2024","CONSOLIDADA","PRESENCIAL"
"PRODUÇÃO DO CUIDADO EM SAÚDE NA PERSPECTIVA PROFISSIONAL II","RMUSME0014","TURMA 02","NÃO INFORMADO","Local a Definir","2023","0","22/08/2023","29/02/2024",,,,,"2","REGULAR","02/12/2024","CONSOLIDADA","PRESENCIAL"
"PRODUÇÃO DO CUIDADO EM SAÚDE NA PERSPECTIVA PROFISSIONAL II","RMUSME0014","TURMA 03","NÃO INFORMADO","Local a Definir","2023","0","22/08/2023","29/02/2024",,,,,"2","REGULAR","02/12/2024","CONSOLIDADA","PRESENCIAL"
"PRODUÇÃO DO CUIDADO EM SAÚDE NA PERSPECTIVA PROFISSIONAL II","RMUSME0014","TURMA 04","NÃO INFORMADO","Local a Definir","2023","0","22/08/2023","29/02/2024",,,,,"2","REGULAR","02/12/2024","CONSOLIDADA","PRESENCIAL"
"PRODUÇÃO DO CUIDADO EM SAÚDE NA PERSPECTIVA PROFISSIONAL II","RMUSME0014","TURMA 05","NÃO INFORMADO","Local a Definir","2023","0","22/08/2023","29/02/2024",,,,,"1","REGULAR","02/12/2024","CONSOLIDADA","PRESENCIAL"
"CIRURGIA II","ODON0082","TURMA 01A","CAMPUS UNIVERSITÁRIO PROF. JOÃO CARDOSO NASCIMENTO JUNIOR","LOCAL A DEFINIR","2023","1","05/06/2023","21/10/2023","LUIZ CARLOS FERREIRA DA SILVA","2M12 4M1234","19","12","12","REGULAR","22/10/2023","CONSOLIDADA","PRESENCIAL"
"CIRURGIA II","ODON0082","TURMA 01B","CAMPUS UNIVERSITÁRIO PROF. JOÃO CARDOSO NASCIMENTO JUNIOR","LOCAL A DEFINIR","2023","1","05/06/2023","21/10/2023","LUIZ CARLOS FERREIRA DA SILVA","2M12 6M1234","13","12","12","REGULAR","22/10/2023","CONSOLIDADA","PRESENCIAL"
"PSICOLOGIA DA APRENDIZAGEM","PSIC0095","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 13:00h-14:50h SALA DE AULA - DID 1 - 012<br/>4 - 15:00h-16:50h SALA DE AULA - DID 1 - 013","2023","1","05/06/2023","21/10/2023","ANA BEATRIZ GARCIA COSTA RODRIGUES","2T12 4T34","42","50","42","REGULAR","11/10/2023","CONSOLIDADA","PRESENCIAL"
"TEORIAS E SISTEMAS EM PSICOLOGIA I","PSIC0067","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 13:00h-14:50h SALA DE AULA - DID 1 - 003<br/>5 - 13:00h-14:50h SALA DE AULA - DID 1 - 003","2023","1","05/06/2023","21/10/2023","DANIEL MENEZES COELHO","35T12","40","50","40","REGULAR","20/10/2023","CONSOLIDADA","PRESENCIAL"
"PSICOLOGIA DO DESENVOLVIMENTO I","PSIC0090","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 13:00h-14:50h SALA DE AULA - DID 1 - 012<br/>6 - 15:00h-16:50h SALA DE AULA - DID 1 - 012","2023","1","05/06/2023","21/10/2023","DALILA XAVIER DE FRANCA","4T12 6T34","41","50","41","REGULAR","24/10/2023","CONSOLIDADA","PRESENCIAL"
